"","class","email"
"4766","ham","Whens your radio show?"
"3585","ham","Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams"
"4593","ham","It's ok i wun b angry. Msg u aft i come home tonight."
"2536","ham","Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
"299","ham","I cant pick the phone right now. Pls send a message"
"4957","ham","I'm vivek:)i got call from your number."
"2921","ham","Yo, any way we could pick something up tonight?"
"610","ham","It's fine, imma get a drink or somethin. Want me to come find you?"
"5497","ham","Yes... I trust u to buy new stuff ASAP so I can try it out"
"4253","ham","Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso..."
"2565","ham","Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
"2217","ham","OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?"
"311","ham","Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy"
"4316","ham","I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
"2136","ham","Carlos took a while (again), we leave in a minute"
"2342","ham","Tell dear what happen to you. Why you talking to me like an alian"
"409","ham","Headin towards busetop"
"2173","ham","Yavnt tried yet and never played original either"
"530","ham","Jay says that you're a double-faggot"
"2660","ham","Ok..."
"5123","ham","\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
"2464","ham","Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
"2474","ham","Ok lor wat time Ì_ finish?"
"4993","ham","\HEY KATE"
"3515","ham","I'm job profile seems like bpo.."
"2954","ham","Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
"3088","ham","'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
"5231","ham","Nope, I'm still in the market"
"3838","ham","Went to pay rent. So i had to go to the bank to authorise the payment."
"1676","ham","Painful words- \I thought being Happy was the most toughest thing on Earth... But"
"4094","ham","how are you? I miss you!"
"2110","ham","Lara said she can loan me  &lt;#&gt; ."
"3413","ham","Where do you need to go to get it?"
"2004","ham","S....s...india going to draw the series after many years in south african soil.."
"1004","ham","&lt;#&gt;  am I think? Should say on syllabus"
"3037","ham","Cos darren say Ì_ considering mah so i ask Ì_..."
"1844","ham","Super da:)good replacement for murali"
"3446","ham","Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
"2578","ham","Hey whats up? U sleeping all morning?"
"1058","ham","Ard 515 like dat. Y?"
"118","ham","Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! "
"5100","ham","Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
"122","ham","here is my new address -apples&pairs&all that malarky"
"2973","ham","Happy New Year Princess!"
"5338","ham","My birthday is on feb  &lt;#&gt;  da. ."
"2310","ham","I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
"3461","ham","K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
"4679","ham","Sry da..jst nw only i came to home.."
"732","ham","No he didn't. Spring is coming early yay!"
"2758","ham","Yo we are watching a movie on netflix"
"4662","ham","Ladies first and genus second k ."
"5504","ham","Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
"702","ham","Sorry, I'll call later"
"56","ham","Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;"
"4337","ham","on a Tuesday night r u 4 real"
"1159","ham","Hey! There's veggie pizza... :/"
"2522","ham","Sorry, I'll call later"
"3852","ham","No, its true..k,Do u knw dis no. &lt;#&gt; ?"
"2305","ham","Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8"
"4336","ham","Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
"4453","ham","Or I guess  &lt;#&gt;  min"
"3683","ham","When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar..."
"3317","ham","No worries, hope photo shoot went well. have a spiffing fun at workage. "
"1344","ham","Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go."
"2442","ham","Back in brum! Thanks for putting us up and keeping us all and happy. See you soon "
"1717","ham","Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
"2661","ham","Want to finally have lunch today?"
"938","ham","K:)k.are you in college?"
"2206","ham","Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
"174","ham","Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
"1348","ham","She doesnt need any test."
"3094","ham","Have you emigrated or something? Ok maybe 5.30 was a bit hopeful..."
"4684","ham","My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
"3506","ham","Nite..."
"1232","ham","have got * few things to do. may be in * pub later."
"1698","ham","Hai priya are you right. What doctor said pa. Where are you."
"924","ham","She went to attend another two rounds today..but still did't reach home.."
"1074","ham","Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea."
"61","ham","Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me."
"5486","ham","Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:("
"4794","ham","Sorry that was my uncle. I.ll keep in touch"
"4854","ham","Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
"2521","ham","Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends"
"359","ham","I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
"3949","ham","HMM yeah if your not too grooved out! And im looking forward to my pound special :)"
"3671","ham","Yup. Thk of u oso boring wat."
"1948","ham","The battery is for mr adewale my uncle. Aka Egbon"
"1147","ham","Babe ? I lost you ... :-("
"490","ham","I think i've fixed it can you send a test message?"
"2733","ham","How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-."
"1954","ham","Then just eat a shit and wait for ur monkey face bitch.......... U asshole.................."
"2930","ham","Wat's my dear doing? Sleeping ah?"
"87","ham","For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis."
"4211","ham","Oi when you gonna ring"
"894","ham","It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one."
"2783","ham","Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you"
"4955","ham","Doing my masters. When will you buy a bb cos i have for sale and how's bf"
"2927","ham","Ok... U enjoy ur shows..."
"4592","ham","Right it wasnt you who phoned it was someone with a number like yours!"
"1541","ham","K come to nordstrom when you're done"
"321","ham","Merry Christmas to you too babe, i love ya *kisses*"
"1637","ham","No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
"4824","ham","Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?"
"5176","ham","Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday."
"4266","ham","The greatest test of courage on earth is to bear defeat without losing heart....gn tc"
"3664","ham","Huh? 6 also cannot? Then only how many mistakes?"
"4808","ham","What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend."
"1188","ham","There's no point hangin on to mr not right if he's not makin u happy"
"4490","ham","My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7"
"838","ham","Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
"5336","ham","No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you."
"2653","ham","No need for the drug anymore."
"5248","ham","Gud ni8 dear..slp well..take care..swt dreams..Muah.."
"3050","ham","Ok"
"3150","ham","Yo! Howz u? girls never rang after india. L"
"1115","ham","No no:)this is kallis home ground.amla home town is durban:)"
"2744","ham","But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died."
"2925","ham","Are you coming to day for class."
"1639","ham","Great comedy..cant stop laughing da:)"
"2983","ham","What should i eat fo lunch senor"
"1363","ham","What does the dance river do?"
"2126","ham","Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
"1709","ham","How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
